id,timestamp,exchange.timestamp,price,volume,action,direction
65597944,1430440095599,1430440095000,233.45,868195467,created,bid
65597861,1430440095638,1430440044000,234.91,800617484,deleted,bid
65597944,1430440096252,1430440095000,233.45,868195467,deleted,bid
65597945,1430440096336,1430440096000,235.09,831298628,created,bid
65597946,1430440096724,1430440096000,233.45,868174254,created,bid
65597947,1430440096864,1430440096000,234.91,779333644,created,bid
65597939,1430440097295,1430440092000,233.88,260600000,deleted,bid
65597773,1430440097351,1430439993000,236.22,657000000,deleted,ask
65597948,1430440097623,1430440097000,230.78,250999999,created,bid
65597949,1430440097636,1430440097000,233.89,254240000,created,bid
65597941,1430440097891,1430440093000,235.68,380050000,deleted,ask
65597950,1430440098041,1430440097000,235.99,628900000,created,ask
65597946,1430440098116,1430440096000,233.45,868174254,deleted,bid
65597951,1430440098304,1430440098000,235.69,380970000,created,ask
65597952,1430440098442,1430440098000,233.45,868216314,created,bid
65597885,1430440098466,1430440055000,239.20,2595039019,deleted,ask
65597952,1430440098479,1430440098000,233.45,868216314,deleted,bid
65597953,1430440098838,1430440098000,240.67,200000000,created,ask
65597954,1430440099288,1430440098000,236.00,212648322,created,ask
65597480,1430440099679,1430439827000,236.58,1520700000,deleted,ask
65597955,1430440100113,1430440099000,230.09,821000000,created,bid
65597873,1430440100208,1430440050000,237.12,1658380129,deleted,ask
65597956,1430440100877,1430440100000,236.58,2177700000,created,ask
65597957,1430440101015,1430440100000,212.35,2070000000,created,bid
65597958,1430440101152,1430440100000,233.48,868109753,created,bid
65597958,1430440101206,1430440100000,233.48,868109753,deleted,bid
65597959,1430440101294,1430440101000,254.57,80000000,created,ask
65597870,1430440101319,1430440048000,233.64,2246335053,deleted,bid
65597910,1430440101433,1430440075000,235.67,1320000000,deleted,ask
65597960,1430440101434,1430440101000,241.39,803999999,created,ask
65597961,1430440101572,1430440101000,235.63,1320000000,created,ask
65597962,1430440101960,1430440101000,234.01,6182053424,created,bid
65597949,1430440102277,1430440097000,233.89,254240000,deleted,bid
65597963,1430440102358,1430440102000,233.47,868130373,created,bid
65597868,1430440102456,1430440047000,236.92,5422629596,deleted,ask
65597964,1430440102620,1430440102000,228.36,3288000000,created,bid
65597965,1430440102634,1430440102000,233.89,264950000,created,bid
65597951,1430440102859,1430440098000,235.69,380970000,deleted,ask
65597966,1430440103151,1430440102000,236.90,5422629596,created,ask
65597963,1430440103237,1430440102000,233.47,868130373,deleted,bid
65597967,1430440103327,1430440103000,235.69,369320000,created,ask
65597395,1430440103550,1430439771000,233.72,2458658487,deleted,bid
65597925,1430440103765,1430440082000,236.00,628900000,deleted,ask
65597968,1430440103969,1430440103000,233.47,868130373,created,bid
65597969,1430440104107,1430440103000,243.20,3208000000,created,ask
65597970,1430440104246,1430440103000,233.72,2937549778,created,bid
65597971,1430440104388,1430440104000,235.98,616170000,created,ask
65597968,1430440104426,1430440103000,233.47,868130373,deleted,bid
65597877,1430440104674,1430440052000,232.01,2044001838,deleted,bid
65597972,1430440105286,1430440105000,233.60,1937463476,created,bid
65597973,1430440105931,1430440105000,237.12,1624380129,created,ask
65597779,1430440106359,1430439995000,233.37,1824483259,deleted,bid
65597974,1430440106446,1430440106000,233.47,868148161,created,bid
65597876,1430440106885,1430440051000,233.25,3320899418,deleted,bid
65597975,1430440107579,1430440107000,233.45,4070754299,created,bid
65597976,1430440107590,1430440107000,233.48,868086916,created,bid
65597976,1430440107679,1430440107000,233.48,868086916,deleted,bid
65597977,1430440108108,1430440107000,233.29,2865695803,created,bid
65597791,1430440108589,1430439999000,237.68,1836454528,deleted,ask
65597978,1430440108622,1430440108000,233.48,868084902,created,bid
65597979,1430440109261,1430440108000,237.68,1870454528,created,ask
65597496,1430440109703,1430439834000,232.23,3594169654,deleted,bid
65597980,1430440110276,1430440109000,232.23,3626358562,created,bid
65597880,1430440110821,1430440053000,231.85,1876062495,deleted,bid
65597981,1430440111068,1430440110000,237.76,24000000,created,ask
65597929,1430440111081,1430440087000,237.70,24000000,deleted,ask
65597959,1430440111259,1430440101000,254.57,80000000,deleted,ask
65597595,1430440111374,1430439889000,230.32,3795580913,deleted,bid
65597957,1430440111609,1430440100000,212.35,2070000000,deleted,bid
65597982,1430440111988,1430440111000,231.85,3308726405,created,bid
65597881,1430440112503,1430440054000,238.99,6886226685,deleted,ask
65597983,1430440113117,1430440112000,238.99,6898226685,created,ask
65597940,1430440113569,1430440092000,236.05,683400000,deleted,ask
65597984,1430440113748,1430440113000,239.20,1741490697,created,ask
65597904,1430440113949,1430440071000,235.65,200000000,deleted,ask
65597985,1430440114131,1430440113000,236.02,200000000,created,ask
65597886,1430440114193,1430440056000,231.16,3181280569,deleted,bid
65597965,1430440114648,1430440102000,233.89,264950000,deleted,bid
65597887,1430440114744,1430440057000,231.14,1715107174,deleted,bid
65597986,1430440115028,1430440114000,242.69,727200000,created,ask
65597987,1430440115165,1430440114000,233.50,868024509,created,bid
65597988,1430440115180,1430440114000,233.95,253390000,created,bid
65597967,1430440115252,1430440103000,235.69,369320000,deleted,ask
65597989,1430440115318,1430440115000,231.16,4896239353,created,bid
65597987,1430440115332,1430440114000,233.50,868024509,deleted,bid
65597990,1430440115583,1430440115000,235.75,371700000,created,ask
65597991,1430440115848,1430440115000,258.87,29200000,created,bid
65597991,1430440115965,1430440115000,258.87,0,deleted,bid
65596731,1430440115968,1430439358000,235.34,54500000,changed,ask
65597992,1430440116017,1430440115000,230.32,2467915402,created,bid
65597993,1430440116029,1430440115000,233.51,867973582,created,bid
65597994,1430440116548,1430440116000,230.20,2227279500,created,bid
65597995,1430440116686,1430440116000,234.51,30000000,created,bid
65597996,1430440117450,1430440117000,233.51,631509357,created,bid
65597890,1430440117525,1430440060000,233.38,235662988,deleted,bid
65597997,1430440117588,1430440117000,234.51,200000000,created,bid
65597996,1430440117722,1430440117000,233.51,631509357,deleted,bid
65597993,1430440117725,1430440115000,233.51,867973582,deleted,bid
65597981,1430440118451,1430440110000,237.76,24000000,deleted,ask
65597998,1430440118477,1430440118000,237.43,24000000,created,ask
65597935,1430440119252,1430440089000,239.19,12000000,deleted,ask
65597988,1430440119468,1430440114000,233.95,253390000,deleted,bid
65597999,1430440119884,1430440119000,233.91,260659999,created,bid
65598000,1430440120128,1430440119000,233.50,868016907,created,bid
65598000,1430440120242,1430440119000,233.50,868016907,deleted,bid
65597903,1430440120302,1430440071000,235.33,200000000,deleted,bid
65598001,1430440120519,1430440120000,235.33,418450000,created,bid
65597985,1430440120682,1430440113000,236.02,200000000,deleted,ask
65598002,1430440120916,1430440120000,235.74,200000000,created,ask
65598003,1430440121301,1430440121000,239.54,12000000,created,ask
65598004,1430440121437,1430440121000,212.35,2070000000,created,bid
65598005,1430440121700,1430440121000,254.57,80000000,created,ask
65598006,1430440121967,1430440121000,233.54,867867935,created,bid
65598006,1430440122131,1430440121000,233.54,867867935,deleted,bid
65598001,1430440124761,1430440120000,235.33,418450000,deleted,bid
65598007,1430440124986,1430440124000,235.33,449329999,created,bid
65597998,1430440126244,1430440118000,237.43,24000000,deleted,ask
65598008,1430440126251,1430440125000,237.72,24000000,created,ask
65597999,1430440126470,1430440119000,233.91,260659999,deleted,bid
65598009,1430440126905,1430440126000,233.85,253920000,created,bid
65597990,1430440127076,1430440115000,235.75,371700000,deleted,ask
65598010,1430440127421,1430440127000,235.73,369140000,created,ask
65598011,1430440127565,1430440127000,233.57,867740622,created,bid
65598012,1430440128595,1430440128000,233.66,864795608,created,bid
65597942,1430440128713,1430440093000,233.40,868381404,deleted,bid
65598013,1430440129862,1430440129000,233.68,867320628,created,bid
65597974,1430440129987,1430440106000,233.47,868148161,deleted,bid
65598012,1430440130742,1430440128000,233.66,864795608,deleted,bid
65598011,1430440130744,1430440127000,233.57,867740622,deleted,bid
65598013,1430440130876,1430440129000,233.68,867320628,deleted,bid
65598014,1430440131132,1430440130000,233.53,867909027,created,bid
65598004,1430440131210,1430440121000,212.35,2070000000,deleted,bid
65598014,1430440131355,1430440130000,233.53,867909027,deleted,bid
65598005,1430440131510,1430440121000,254.57,80000000,deleted,ask
65597898,1430440131817,1430440065000,232.16,32200000,deleted,bid
65598015,1430440132148,1430440131000,233.71,867226265,created,bid
65598015,1430440132310,1430440131000,233.71,867226265,deleted,bid
65591798,1430440133125,1430436015000,229.85,877399999,deleted,bid
65598016,1430440134031,1430440133000,235.26,857199999,created,bid
65598007,1430440135311,1430440124000,235.33,449329999,deleted,bid
65598017,1430440135544,1430440135000,235.33,618450000,created,bid
65598002,1430440135699,1430440120000,235.74,200000000,deleted,ask
65598009,1430440135872,1430440126000,233.85,253920000,deleted,bid
65598018,1430440135935,1430440135000,235.97,200000000,created,ask
65598019,1430440136199,1430440135000,233.99,262590000,created,bid
65598010,1430440136475,1430440127000,235.73,369140000,deleted,ask
65598020,1430440136852,1430440136000,235.80,381290000,created,ask
65598021,1430440136992,1430440136000,233.61,867614629,created,bid
65598022,1430440137129,1430440136000,231.01,229000000,created,bid
65598023,1430440138025,1430440137000,233.65,867433512,created,bid
65598024,1430440138162,1430440137000,232.43,9100000,created,bid
65598025,1430440138308,1430440138000,240.80,225000000,created,ask
65598023,1430440138525,1430440137000,233.65,867433512,deleted,bid
65598026,1430440138940,1430440138000,235.63,1262368968,created,bid
65598026,1430440139058,1430440138000,235.63,1207868968,changed,bid
65596731,1430440139059,1430439358000,235.34,0,deleted,ask
65598026,1430440139086,1430440138000,235.63,0,deleted,bid
65597961,1430440139090,1430440101000,235.63,112131032,changed,ask
65598027,1430440139639,1430440139000,233.66,867412407,created,bid
65598028,1430440139652,1430440139000,230.31,814000000,created,bid
65597916,1430440139749,1430440080000,235.03,21273880,deleted,bid
65595520,1430440139960,1430438595000,236.23,657000000,deleted,ask
65598029,1430440140166,1430440139000,235.16,21262119,created,bid
65598030,1430440140453,1430440140000,235.43,21237735,created,ask
65598031,1430440140855,1430440140000,241.52,884000000,created,ask
65598032,1430440141132,1430440140000,242.89,894900000,created,ask
65598027,1430440141613,1430440139000,233.66,867412407,deleted,bid
65598033,1430440141666,1430440141000,212.35,2070000000,created,bid
65598034,1430440142076,1430440141000,254.57,80000000,created,ask
65598035,1430440142223,1430440141000,228.59,3290000000,created,bid
65598019,1430440142970,1430440135000,233.99,262590000,deleted,bid
65598036,1430440143383,1430440143000,233.99,253150000,created,bid
65598020,1430440143575,1430440136000,235.80,381290000,deleted,ask
65598037,1430440144022,1430440143000,235.96,379260000,created,ask
65598035,1430440144128,1430440141000,228.59,3290000000,deleted,bid
65598031,1430440144350,1430440140000,241.52,884000000,deleted,ask
65597971,1430440144487,1430440104000,235.98,616170000,deleted,ask
65598028,1430440144567,1430440139000,230.31,814000000,deleted,bid
65598025,1430440144782,1430440138000,240.80,225000000,deleted,ask
65598038,1430440144916,1430440144000,236.40,623330000,created,ask
65598022,1430440144994,1430440136000,231.01,229000000,deleted,bid
65598017,1430440145138,1430440135000,235.33,618450000,deleted,bid
65597969,1430440145208,1430440103000,243.20,3208000000,deleted,ask
65598039,1430440145305,1430440145000,235.34,818450000,created,bid
65597964,1430440145420,1430440102000,228.36,3288000000,deleted,bid
65597960,1430440145638,1430440101000,241.39,803999999,deleted,ask
65597913,1430440145696,1430440077000,236.01,212648322,deleted,ask
65597955,1430440145852,1430440099000,230.09,821000000,deleted,bid
65598040,1430440145947,1430440145000,235.96,212648322,created,ask
65597953,1430440146079,1430440098000,240.67,200000000,deleted,ask
65597948,1430440146511,1430440097000,230.78,250999999,deleted,bid
65597896,1430440146736,1430440064000,241.24,801000000,deleted,ask
65597895,1430440146983,1430440063000,230.19,899000000,deleted,bid
65597505,1430440147211,1430439837000,242.55,3254000000,deleted,ask
65597499,1430440147421,1430439835000,227.93,3272999999,deleted,bid
65597497,1430440147648,1430439834000,240.75,827999999,deleted,ask
65598036,1430440147686,1430440143000,233.99,253150000,deleted,bid
65597491,1430440147846,1430439833000,229.65,851000000,deleted,bid
65598041,1430440147979,1430440147000,233.68,866981743,created,bid
65597489,1430440148057,1430439832000,240.03,254999999,deleted,ask
65598042,1430440148118,1430440147000,234.05,261439999,created,bid
65598041,1430440148285,1430440147000,233.68,866981743,deleted,bid
65597486,1430440148285,1430439831000,230.34,276000000,deleted,bid
65598043,1430440149259,1430440148000,233.68,866974900,created,bid
65597950,1430440149363,1430440097000,235.99,628900000,deleted,ask
65598043,1430440149533,1430440148000,233.68,866974900,deleted,bid
65598044,1430440149777,1430440149000,235.35,100000000,created,bid
65597954,1430440149886,1430440098000,236.00,212648322,deleted,ask
65598045,1430440149916,1430440149000,235.41,100000000,created,ask
65598039,1430440150340,1430440145000,235.34,818450000,deleted,bid
65597956,1430440150442,1430440100000,236.58,2177700000,deleted,ask
65598046,1430440150560,1430440150000,233.68,866976566,created,bid
65598047,1430440150574,1430440150000,235.34,911110000,created,bid
65598018,1430440150696,1430440135000,235.97,200000000,deleted,ask
65598048,1430440150961,1430440150000,235.95,200000000,created,ask
65597989,1430440151003,1430440115000,231.16,4896239353,deleted,bid
65598046,1430440151062,1430440150000,233.68,866976566,deleted,bid
65597874,1430440151357,1430440050000,233.78,50000000,deleted,bid
65597975,1430440151534,1430440107000,233.45,4070754299,deleted,bid
65598033,1430440151763,1430440141000,212.35,2070000000,deleted,bid
65598049,1430440152099,1430440151000,233.67,867006860,created,bid
65598034,1430440152104,1430440141000,254.57,80000000,deleted,ask
65598049,1430440152197,1430440151000,233.67,867006860,deleted,bid
65598050,1430440152238,1430440151000,235.34,1476432650,created,bid
65598042,1430440152684,1430440147000,234.05,261439999,deleted,bid
65597947,1430440152748,1430440096000,234.91,779333644,deleted,bid
65598051,1430440153129,1430440152000,233.96,252330000,created,bid
65598052,1430440153143,1430440152000,233.67,867010653,created,bid
65598052,1430440153226,1430440152000,233.67,867010653,deleted,bid
65598037,1430440153302,1430440143000,235.96,379260000,deleted,ask
65598053,1430440153405,1430440153000,235.26,878452177,created,bid
65598054,1430440153673,1430440153000,235.94,372320000,created,ask
65597945,1430440153867,1430440096000,235.09,831298628,deleted,bid
65598055,1430440154316,1430440154000,233.67,867012634,created,bid
65598055,1430440154410,1430440154000,233.67,867012634,deleted,bid
65597970,1430440154423,1430440103000,233.72,2937549778,deleted,bid
65598047,1430440154944,1430440150000,235.34,911110000,deleted,bid
65598056,1430440155084,1430440154000,235.09,1588768019,created,bid
65598057,1430440155236,1430440154000,235.36,911110000,created,bid
65598058,1430440155249,1430440154000,233.67,867017461,created,bid
65597864,1430440155541,1430440046000,234.51,5579306461,deleted,bid
65598059,1430440156182,1430440155000,234.51,5809306461,created,bid
65598008,1430440156407,1430440125000,237.72,24000000,deleted,ask
65598060,1430440156451,1430440156000,237.64,24000000,created,ask
65598061,1430440156592,1430440156000,233.69,866937959,created,bid
65598062,1430440156732,1430440156000,236.40,641500000,created,ask
65598061,1430440156787,1430440156000,233.69,866937959,deleted,bid
65597984,1430440157221,1430440113000,239.20,1741490697,deleted,ask
65598063,1430440157799,1430440157000,236.58,879200000,created,ask
65598064,1430440157935,1430440157000,233.68,866966938,created,bid
65597962,1430440158308,1430440101000,234.01,6182053424,deleted,bid
65598065,1430440158965,1430440158000,234.01,6377219306,created,bid
65598040,1430440159342,1430440145000,235.96,212648322,deleted,ask
65598066,1430440159506,1430440159000,233.70,864899454,created,bid
65598067,1430440159646,1430440159000,236.38,212648322,created,ask
65598051,1430440159761,1430440152000,233.96,252330000,deleted,bid
65598068,1430440159787,1430440159000,233.72,2508669183,created,bid
65597972,1430440160026,1430440105000,233.60,1937463476,deleted,bid
65598069,1430440160176,1430440159000,233.96,260880000,created,bid
65598048,1430440160300,1430440150000,235.95,200000000,deleted,ask
65597978,1430440160543,1430440108000,233.48,868084902,deleted,bid
65598066,1430440160548,1430440159000,233.70,864899454,deleted,bid
65598070,1430440160605,1430440160000,235.93,200000000,created,ask
65598071,1430440160722,1430440160000,233.60,2805078106,created,bid
65598072,1430440160868,1430440160000,233.70,866917811,created,bid
65598072,1430440160895,1430440160000,233.70,866917811,deleted,bid
65597977,1430440161156,1430440107000,233.29,2865695803,deleted,bid
65598073,1430440161765,1430440161000,233.48,1645143064,created,bid
65598074,1430440161779,1430440161000,233.69,866923830,created,bid
65598075,1430440162055,1430440161000,212.35,2070000000,created,bid
65597980,1430440162265,1430440109000,232.23,3626358562,deleted,bid
65598076,1430440162308,1430440162000,254.57,80000000,created,ask
65598077,1430440162955,1430440162000,233.29,2629941899,created,bid
65598078,1430440163218,1430440162000,233.70,865956006,created,bid
65598021,1430440163272,1430440136000,233.61,867614629,deleted,bid
65598078,1430440163275,1430440162000,233.70,865956006,deleted,bid
65597412,1430440163398,1430439779000,232.38,3394814172,deleted,bid
65598079,1430440164036,1430440163000,232.38,3403915738,created,bid
65598080,1430440164681,1430440164000,232.23,3594169654,created,bid
65597983,1430440165125,1430440112000,238.99,6898226685,deleted,ask
65598081,1430440165725,1430440165000,238.99,8410399318,created,ask
65598082,1430440166401,1430440166000,239.44,1727866386,created,ask
65598083,1430440167043,1430440166000,231.16,3181280569,created,bid
65598084,1430440167329,1430440167000,236.86,5000000000,created,ask
65597508,1430440167577,1430439839000,230.76,3595122377,deleted,bid
65598085,1430440168229,1430440167000,231.14,3196986921,created,bid
65598086,1430440168743,1430440168000,230.76,2591061342,created,bid
65597992,1430440169359,1430440115000,230.32,2467915402,deleted,bid
65598069,1430440169494,1430440159000,233.96,260880000,deleted,bid
65598084,1430440169653,1430440167000,236.86,5000000000,deleted,ask
65598087,1430440169924,1430440169000,233.98,264840000,created,bid
65598088,1430440170062,1430440169000,230.32,3281844719,created,bid
65598054,1430440170098,1430440153000,235.94,372320000,deleted,ask
65598089,1430440170461,1430440170000,235.91,376500000,created,ask
65597994,1430440170476,1430440116000,230.20,2227279500,deleted,bid
65597997,1430440170583,1430440117000,234.51,200000000,deleted,bid
65598038,1430440171004,1430440144000,236.40,623330000,deleted,ask
65598090,1430440171425,1430440171000,236.37,635540000,created,ask
65597995,1430440171567,1430440116000,234.51,30000000,deleted,bid
65598091,1430440171816,1430440171000,233.72,866836436,created,bid
65598091,1430440171852,1430440171000,233.72,866836436,deleted,bid
65598060,1430440172124,1430440156000,237.64,24000000,deleted,ask
65598092,1430440172205,1430440171000,237.58,24000000,created,ask
65597961,1430440172230,1430440101000,235.63,112131032,deleted,ask
65598093,1430440172344,1430440172000,236.86,5000000000,created,ask
65598094,1430440172483,1430440172000,236.02,1320000000,created,ask
65598095,1430440173745,1430440173000,233.72,866839626,created,bid
65598095,1430440173854,1430440173000,233.72,866839626,deleted,bid
65598076,1430440173855,1430440162000,254.57,80000000,deleted,ask
65598075,1430440174146,1430440161000,212.35,2070000000,deleted,bid
65598096,1430440174893,1430440174000,233.72,866811865,created,bid
65598096,1430440175195,1430440174000,233.72,866811865,deleted,bid
65598070,1430440175570,1430440160000,235.93,200000000,deleted,ask
65598097,1430440175781,1430440175000,235.90,200000000,created,ask
65598087,1430440176195,1430440169000,233.98,264840000,deleted,bid
65598098,1430440176561,1430440176000,234.04,260310000,created,bid
65598089,1430440176797,1430440170000,235.91,376500000,deleted,ask
65598067,1430440176953,1430440159000,236.38,212648322,deleted,ask
65598099,1430440177097,1430440176000,236.00,212648322,created,ask
65598100,1430440177241,1430440176000,236.00,369490000,created,ask
65598093,1430440177282,1430440172000,236.86,5000000000,deleted,ask
65598101,1430440177385,1430440177000,233.72,866837291,created,bid
65598101,1430440177501,1430440177000,233.72,866837291,deleted,bid
65598102,1430440178418,1430440178000,233.70,866905668,created,bid
65598103,1430440179933,1430440179000,233.70,866640900,created,bid
65598058,1430440180056,1430440154000,233.67,867017461,deleted,bid
65598104,1430440180332,1430440180000,231.04,204000000,created,bid
65597911,1430440181188,1430440076000,236.91,3740000000,deleted,ask
65598105,1430440181224,1430440180000,233.74,866282746,created,bid
65598106,1430440181363,1430440181000,236.89,3740000000,created,ask
65598107,1430440181520,1430440181000,240.68,252999999,created,ask
65598064,1430440181524,1430440157000,233.68,866966938,deleted,bid
65598108,1430440181777,1430440181000,212.35,2070000000,created,bid
65598109,1430440182045,1430440181000,254.57,80000000,created,ask
65598110,1430440182430,1430440182000,236.91,5000000000,created,ask
65598111,1430440182819,1430440182000,230.35,856000000,created,bid
65598098,1430440183227,1430440176000,234.04,260310000,deleted,bid
65598112,1430440183591,1430440183000,234.05,260730000,created,bid
65598105,1430440183632,1430440180000,233.74,866282746,deleted,bid
65598113,1430440183996,1430440183000,241.40,898000000,created,ask
65598097,1430440184650,1430440175000,235.90,200000000,deleted,ask
65598110,1430440184887,1430440182000,236.91,5000000000,deleted,ask
65598114,1430440184911,1430440184000,235.99,200000000,created,ask
65598115,1430440185423,1430440185000,228.62,3247000000,created,bid
65598116,1430440186693,1430440186000,243.21,3256000000,created,ask
65598092,1430440188420,1430440171000,237.58,24000000,deleted,ask
65598117,1430440188452,1430440188000,237.41,24000000,created,ask
65598108,1430440191524,1430440181000,212.35,2070000000,deleted,bid
65598118,1430440191831,1430440191000,234.83,10000000,created,ask
65598109,1430440191834,1430440181000,254.57,80000000,deleted,ask
65598057,1430440191949,1430440154000,235.36,901110000,changed,bid
65598118,1430440191950,1430440191000,234.83,0,deleted,ask
65598112,1430440192533,1430440183000,234.05,260730000,deleted,bid
65598119,1430440192891,1430440192000,233.96,260000000,created,bid
65598100,1430440193142,1430440176000,236.00,369490000,deleted,ask
65598120,1430440193534,1430440193000,235.98,377220000,created,ask
65598121,1430440194928,1430440194000,233.71,867204289,created,bid
65598122,1430440196451,1430440196000,233.71,170627942,created,bid
65598123,1430440196714,1430440196000,234.51,30000000,created,bid
65598117,1430440196813,1430440188000,237.41,24000000,deleted,ask
65598124,1430440196855,1430440196000,237.64,24000000,created,ask
65598121,1430440197133,1430440194000,233.71,867204289,deleted,bid
65598122,1430440197261,1430440196000,233.71,170627942,deleted,bid
65598119,1430440197527,1430440192000,233.96,260000000,deleted,bid
65598125,1430440197742,1430440197000,234.51,200000000,created,bid
65598126,1430440198005,1430440197000,233.96,264520000,created,bid
65598114,1430440199224,1430440184000,235.99,200000000,deleted,ask
65598094,1430440199368,1430440172000,236.02,1320000000,deleted,ask
65598127,1430440199401,1430440199000,235.97,200000000,created,ask
65598128,1430440199416,1430440199000,236.39,1320000000,created,ask
65598129,1430440200578,1430440200000,233.70,867238482,created,bid
65598103,1430440201501,1430440179000,233.70,866640900,deleted,bid
65598129,1430440201504,1430440200000,233.70,867238482,deleted,bid
65598102,1430440201642,1430440178000,233.70,866905668,deleted,bid
65598130,1430440201719,1430440201000,212.35,2070000000,created,bid
65598131,1430440201995,1430440201000,233.70,867241544,created,bid
65598132,1430440202137,1430440201000,254.57,80000000,created,ask
65598131,1430440203356,1430440201000,233.70,867241544,deleted,bid
65598133,1430440206171,1430440205000,218.42,57290000,created,bid
65598134,1430440206936,1430440206000,233.70,42240000,created,bid
65598099,1430440207572,1430440176000,236.00,212648322,deleted,ask
65598135,1430440207708,1430440207000,236.35,212648322,created,ask
65598134,1430440207844,1430440206000,233.70,42240000,deleted,bid
65598136,1430440209008,1430440208000,233.71,84480000,created,bid
65598126,1430440209479,1430440197000,233.96,264520000,deleted,bid
65598050,1430440209708,1430440151000,235.34,1476432650,deleted,bid
65598137,1430440209895,1430440209000,233.96,262900000,created,bid
65598136,1430440210002,1430440208000,233.71,84480000,deleted,bid
65598120,1430440210113,1430440193000,235.98,377220000,deleted,ask
65598138,1430440210287,1430440210000,233.72,867177511,created,bid
65598088,1430440210342,1430440169000,230.32,3281844719,deleted,bid
65598139,1430440210425,1430440210000,235.96,371630000,created,ask
65598068,1430440210986,1430440159000,233.72,2508669183,deleted,bid
65598090,1430440210990,1430440171000,236.37,635540000,deleted,ask
65598140,1430440211327,1430440211000,236.34,619030000,created,ask
65598141,1430440211712,1430440211000,235.34,858035207,created,bid
65598130,1430440211735,1430440201000,212.35,2070000000,deleted,bid
65598132,1430440212020,1430440201000,254.57,80000000,deleted,ask
65598024,1430440212151,1430440137000,232.43,9100000,deleted,bid
65598082,1430440212233,1430440166000,239.44,1727866386,deleted,ask
65598138,1430440212830,1430440210000,233.72,867177511,deleted,bid
65598142,1430440212872,1430440212000,236.36,635540000,created,ask
65598124,1430440213072,1430440196000,237.64,24000000,deleted,ask
65598143,1430440213135,1430440212000,237.53,24000000,created,ask
65598074,1430440213249,1430440161000,233.69,866923830,deleted,bid
65598144,1430440213277,1430440213000,233.71,867192162,created,bid
65598062,1430440213475,1430440156000,236.40,641500000,deleted,ask
65598144,1430440213520,1430440213000,233.71,867192162,deleted,bid
65598145,1430440214170,1430440213000,233.69,867282636,created,bid
65598081,1430440214256,1430440165000,238.99,8410399318,deleted,ask
65598137,1430440214333,1430440209000,233.96,262900000,deleted,bid
65598146,1430440214688,1430440214000,233.96,257450000,created,bid
65598147,1430440214953,1430440214000,236.38,1961499999,created,ask
65598148,1430440215343,1430440215000,233.69,867271702,created,bid
65598065,1430440215480,1430440158000,234.01,6377219306,deleted,bid
65598149,1430440216231,1430440215000,234.01,6379115147,created,bid
65598150,1430440216496,1430440216000,233.69,867275725,created,bid
65598135,1430440216512,1430440207000,236.35,212648322,deleted,ask
65597966,1430440216744,1430440102000,236.90,5422629596,deleted,ask
65598151,1430440216761,1430440216000,236.32,212648322,created,ask
65598152,1430440216900,1430440216000,232.37,40000000,created,bid
65598153,1430440217539,1430440217000,236.88,5422629596,created,ask
65598154,1430440217803,1430440217000,233.69,867269578,created,bid
65598073,1430440218071,1430440161000,233.48,1645143064,deleted,bid
65598127,1430440218740,1430440199000,235.97,200000000,deleted,ask
65598155,1430440218816,1430440218000,233.72,2416422101,created,bid
65598057,1430440218894,1430440154000,235.36,901110000,deleted,bid
65598071,1430440219504,1430440160000,233.60,2805078106,deleted,bid
65598150,1430440220101,1430440216000,233.69,867275725,deleted,bid
65598154,1430440220119,1430440217000,233.69,867269578,deleted,bid
65598156,1430440220220,1430440219000,233.70,1776331184,created,bid
65598145,1430440220233,1430440213000,233.69,867282636,deleted,bid
65598148,1430440220251,1430440215000,233.69,867271702,deleted,bid
65598157,1430440220487,1430440220000,233.69,867275972,created,bid
65598157,1430440220674,1430440220000,233.69,867275972,deleted,bid
65598158,1430440220877,1430440220000,233.60,1937463476,created,bid
65598159,1430440221261,1430440220000,233.61,867572972,created,bid
65598146,1430440221339,1430440214000,233.96,257450000,deleted,bid
65598077,1430440221346,1430440162000,233.29,2629941899,deleted,bid
65598160,1430440221779,1430440221000,233.94,261370000,created,bid
65598161,1430440221917,1430440221000,212.35,2070000000,created,bid
65598139,1430440221940,1430440210000,235.96,371630000,deleted,ask
65598085,1430440222064,1430440167000,231.14,3196986921,deleted,bid
65598162,1430440222180,1430440221000,254.57,80000000,created,ask
65598163,1430440222319,1430440222000,236.31,375770000,created,ask
65598125,1430440222351,1430440197000,234.51,200000000,deleted,bid
65598164,1430440222456,1430440222000,233.61,867572972,created,bid
65598165,1430440222730,1430440222000,233.37,3406464778,created,bid
65598140,1430440222849,1430440211000,236.34,619030000,deleted,ask
65598166,1430440223262,1430440222000,236.57,624070000,created,ask
65598123,1430440223345,1430440196000,234.51,30000000,deleted,bid
65598167,1430440223406,1430440223000,238.99,8182725704,created,ask
65598168,1430440223550,1430440223000,233.61,867572972,created,bid
65598086,1430440223933,1430440168000,230.76,2591061342,deleted,bid
65598169,1430440224619,1430440224000,231.14,3191994578,created,bid
65598170,1430440225287,1430440225000,230.76,2320050465,created,bid
65598171,1430440225939,1430440225000,230.31,4375870418,created,bid
65597615,1430440226861,1430439900000,246.14,884446999,deleted,ask
65598152,1430440227168,1430440216000,232.37,40000000,deleted,bid
65598172,1430440228116,1430440227000,246.61,884446999,created,ask
65598161,1430440231702,1430440221000,212.35,2070000000,deleted,bid
